prdt_type,brand,milestone,cust_segment,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt
Prdt-1,C,21 Months,Recall21CLExamOnlyControl,Control,6,38,38,2,475.92
Prdt-1,C,24 Months,Recall24CLExamOnly,Targeted,6,314,314,8,2151.16
Prdt-1,C,24 Months,Recall24CLExamOnlyControl,Control,6,35,35,0,0.0
Prdt-1,C,27 Months,Recall27CLExamOnly,Targeted,6,245,245,6,1835.7
Prdt-1,C,27 Months,Recall27CLExamOnlyControl,Control,6,27,27,1,601.96
Prdt-1,C,12 Months,Recall12CLExamOnly,Targeted,5,386,386,36,9072.31
Prdt-1,C,12 Months,Recall12CLExamOnlyControl,Control,5,43,43,4,916.52
Prdt-1,C,15 Months,Recall15CLExamOnly,Targeted,5,386,386,20,5187.76
Prdt-1,C,15 Months,Recall15CLExamOnlyControl,Control,5,43,43,3,556.92
Prdt-1,C,18 Months,Recall18CLExamOnly,Targeted,5,220,220,3,475.8
Prdt-1,C,18 Months,Recall18CLExamOnlyControl,Control,5,24,24,0,0.0
Prdt-1,C,21 Months,Recall21CLExamOnly,Targeted,5,332,332,11,3198.06
Prdt-1,C,21 Months,Recall21CLExamOnlyControl,Control,5,37,37,3,1468.86
Prdt-1,C,24 Months,Recall24CLExamOnly,Targeted,5,339,339,9,1639.0
Prdt-1,C,24 Months,Recall24CLExamOnlyControl,Control,5,38,38,2,524.5
Prdt-1,C,27 Months,Recall27CLExamOnly,Targeted,5,332,332,8,1752.98
Prdt-1,C,27 Months,Recall27CLExamOnlyControl,Control,5,37,37,0,0.0
Prdt-1,C,12 Months,Recall12CLExamOnly,Targeted,4,482,482,47,10680.82
Prdt-1,C,12 Months,Recall12CLExamOnlyControl,Control,4,53,53,7,2288.19
Prdt-1,C,15 Months,Recall15CLExamOnly,Targeted,4,391,391,31,6522.81
Prdt-1,C,15 Months,Recall15CLExamOnlyControl,Control,4,43,43,3,444.25
Prdt-1,C,18 Months,Recall18CLExamOnly,Targeted,4,222,222,12,2121.49
Prdt-1,C,18 Months,Recall18CLExamOnlyControl,Control,4,25,25,0,0.0
Prdt-1,C,21 Months,Recall21CLExamOnly,Targeted,4,290,290,11,3072.77
Prdt-1,C,21 Months,Recall21CLExamOnlyControl,Control,4,32,32,0,0.0
Prdt-1,C,24 Months,Recall24CLExamOnly,Targeted,4,311,311,9,2404.05
Prdt-1,C,24 Months,Recall24CLExamOnlyControl,Control,4,35,35,0,0.0
Prdt-1,C,27 Months,Recall27CLExamOnly,Targeted,4,283,283,5,991.73
Prdt-1,C,27 Months,Recall27CLExamOnlyControl,Control,4,31,31,0,0.0
Prdt-1,C,12 Months,NVIPC764-Recall-CG,Control,10,1376,50,5,1328.91
Prdt-1,C,12 Months,NVIPC764-Recall-TG,Targeted,10,12434,516,55,13520.51
Prdt-1,C,15 Months,NVIPC764-Recall-CG,Control,10,1376,50,0,0.0
Prdt-1,C,15 Months,NVIPC764-Recall-TG,Targeted,10,12434,353,20,3062.13
Prdt-1,C,18 Months,NVIPC764-Recall-CG,Control,10,1376,46,2,358.5
Prdt-1,C,18 Months,NVIPC764-Recall-TG,Targeted,10,12434,409,17,4557.75
Prdt-1,C,21 Months,NVIPC764-Recall-CG,Control,10,1376,44,2,382.5
Prdt-1,C,21 Months,NVIPC764-Recall-TG,Targeted,10,12434,422,11,2905.39
Prdt-1,C,12 Months,NVIPC119-Combined-TG,Targeted,9,11266,589,81,17785.84
Prdt-1,C,12 Months,NVIPC119-Recall-CG,Control,9,1250,56,3,596.23
Prdt-1,C,15 Months,NVIPC119-Combined-TG,Targeted,9,11266,359,11,2868.11
Prdt-1,C,15 Months,NVIPC119-Recall-CG,Control,9,1250,40,0,0.0
Prdt-1,C,18 Months,NVIPC119-Combined-TG,Targeted,9,11266,418,13,1938.87
Prdt-1,C,18 Months,NVIPC119-Recall-CG,Control,9,1250,50,0,0.0
Prdt-1,C,21 Months,NVIPC119-Combined-TG,Targeted,9,11266,384,10,3136.95
Prdt-1,C,21 Months,NVIPC119-Recall-CG,Control,9,1250,42,0,0.0
Prdt-1,D,12 Months,CLRecall12Exam,Targeted,3,474,474,37,7050.55
Prdt-1,D,12 Months,CLRecall12ExamControl,Control,3,53,53,4,578.91
Prdt-1,D,12 Months,CLRecall12Promo,Targeted,3,118,118,8,1500.28
Prdt-1,D,12 Months,CLRecall12PromoControl,Control,3,13,13,0,0.0
Prdt-1,D,15 Months,CLRecall15Exam,Targeted,3,251,251,10,2008.6
Prdt-1,D,15 Months,CLRecall15ExamControl,Control,3,28,28,1,117.98
Prdt-1,D,15 Months,CLRecall15Promo,Targeted,3,60,60,6,575.88
Prdt-1,D,15 Months,CLRecall15PromoControl,Control,3,7,7,0,0.0
Prdt-1,D,18 Months,CLRecall18Exam,Targeted,3,453,453,23,3560.03
Prdt-1,D,18 Months,CLRecall18ExamControl,Control,3,50,50,3,606.91
Prdt-1,D,18 Months,CLRecall18Promo,Targeted,3,100,100,2,353.14
Prdt-1,D,18 Months,CLRecall18PromoControl,Control,3,11,11,0,0.0
Prdt-1,D,21 Months,CLRecall21Exam,Targeted,3,448,448,22,4106.53
Prdt-1,D,21 Months,CLRecall21ExamControl,Control,3,50,50,1,85.98
Prdt-1,D,21 Months,CLRecall21Promo,Targeted,3,115,115,3,331.42
Prdt-1,D,21 Months,CLRecall21PromoControl,Control,3,13,13,1,210.98
Prdt-1,D,24 Months,CLRecall24Exam,Targeted,3,402,402,6,1437.82
Prdt-1,D,24 Months,CLRecall24ExamControl,Control,3,45,45,4,1738.91
Prdt-1,D,24 Months,CLRecall24Promo,Targeted,3,81,81,2,274.93
Prdt-1,D,24 Months,CLRecall24PromoControl,Control,3,9,9,0,0.0
Prdt-1,D,27 Months,CLRecall27Exam,Targeted,3,273,273,6,1147.86
Prdt-1,D,27 Months,CLRecall27ExamControl,Control,3,30,30,0,0.0
Prdt-1,D,27 Months,CLRecall27Promo,Targeted,3,76,76,2,593.9
Prdt-1,D,27 Months,CLRecall27PromoControl,Control,3,8,8,0,0.0
Prdt-1,D,12 Months,CLRecall12Exam,Targeted,7,745,745,55,11476.18
Prdt-1,D,12 Months,CLRecall12ExamControl,Control,7,83,83,5,987.84
Prdt-1,D,12 Months,CLRecall12Promo,Targeted,7,179,179,13,3254.22
Prdt-1,D,12 Months,CLRecall12PromoControl,Control,7,20,20,1,40.0
Prdt-1,D,15 Months,CLRecall15Exam,Targeted,7,698,698,27,5116.15
Prdt-1,D,15 Months,CLRecall15ExamControl,Control,7,77,77,4,1176.42
Prdt-1,D,15 Months,CLRecall15Promo,Targeted,7,162,162,8,1495.26
Prdt-1,D,15 Months,CLRecall15PromoControl,Control,7,18,18,2,316.94
Prdt-1,D,18 Months,CLRecall18Exam,Targeted,7,535,535,10,1720.24
Prdt-1,D,18 Months,CLRecall18ExamControl,Control,7,59,59,2,313.98
Prdt-1,D,18 Months,CLRecall18Promo,Targeted,7,122,122,3,455.92
Prdt-1,D,18 Months,CLRecall18PromoControl,Control,7,13,13,0,0.0
Prdt-1,D,21 Months,CLRecall21Exam,Targeted,7,365,365,11,1952.02
Prdt-1,D,21 Months,CLRecall21ExamControl,Control,7,41,41,0,0.0
Prdt-1,D,21 Months,CLRecall21Promo,Targeted,7,74,74,0,0.0
Prdt-1,D,21 Months,CLRecall21PromoControl,Control,7,8,8,1,255.94
Prdt-1,D,24 Months,CLRecall24Exam,Targeted,7,549,549,11,3453.92
Prdt-1,D,24 Months,CLRecall24ExamControl,Control,7,61,61,3,612.95
Prdt-1,D,24 Months,CLRecall24Promo,Targeted,7,132,132,2,603.47
Prdt-1,D,24 Months,CLRecall24PromoControl,Control,7,15,15,0,0.0
Prdt-1,D,27 Months,CLRecall27Exam,Targeted,7,543,543,6,870.37
Prdt-1,D,27 Months,CLRecall27ExamControl,Control,7,60,60,0,0.0
Prdt-1,D,27 Months,CLRecall27Promo,Targeted,7,130,130,0,0.0
Prdt-1,D,27 Months,CLRecall27PromoControl,Control,7,14,14,0,0.0
Prdt-1,D,12 Months,Recall-CG,Control,11,3741,96,7,2487.73
Prdt-1,D,12 Months,Recall-TG,Targeted,11,34668,893,66,16067.32
Prdt-1,D,15 Months,Recall-CG,Control,11,1921,75,1,227.96
Prdt-1,D,15 Months,Recall-TG,Targeted,11,17334,725,30,5224.39
Prdt-1,D,18 Months,Recall-CG,Control,11,1921,109,2,187.97
Prdt-1,D,18 Months,Recall-TG,Targeted,11,17334,922,22,5464.11
Prdt-1,D,21 Months,Recall-CG,Control,11,1921,110,0,0.0
Prdt-1,D,21 Months,Recall-TG,Targeted,11,17334,907,18,3342.12
Prdt-1,D,24 Months,Recall-CG,Control,11,1921,70,1,488.98
Prdt-1,D,24 Months,Recall-TG,Targeted,11,17334,666,13,2283.94
Prdt-1,D,27 Months,Recall-CG,Control,11,101,11,0,0.0
Prdt-1,D,27 Months,Recall-TG,Targeted,11,923,140,2,543.43
Prdt-1,D,12 Months,Recall-CG,Control,0,3738,110,8,775.39
Prdt-1,D,12 Months,Recall-TG,Targeted,0,33748,958,81,18222.87
Prdt-1,D,15 Months,Recall-CG,Control,0,1869,97,7,1443.86
Prdt-1,D,15 Months,Recall-TG,Targeted,0,16874,679,29,4919.71
Prdt-1,D,18 Months,Recall-CG,Control,0,1869,91,3,657.39
Prdt-1,D,18 Months,Recall-TG,Targeted,0,16874,810,27,4766.52
Prdt-1,D,21 Months,Recall-CG,Control,0,1869,87,2,466.94
Prdt-1,D,21 Months,Recall-TG,Targeted,0,16874,869,23,4496.04
Prdt-1,D,24 Months,Recall-CG,Control,0,1869,76,2,128.96
Prdt-1,D,24 Months,Recall-TG,Targeted,0,16874,716,13,2821.5
Prdt-1,D,27 Months,Recall-CG,Control,0,95,10,1,38.99
Prdt-1,D,27 Months,Recall-TG,Targeted,0,874,117,1,284.98
Prdt-1,D,12 Months,CLRecall12Exam,Targeted,6,666,666,56,12838.19
Prdt-1,D,12 Months,CLRecall12ExamControl,Control,6,74,74,8,1428.52
Prdt-1,D,12 Months,CLRecall12Promo,Targeted,6,133,133,16,2381.76
Prdt-1,D,12 Months,CLRecall12PromoControl,Control,6,15,15,1,77.98
Prdt-1,D,15 Months,CLRecall15Exam,Targeted,6,573,573,26,5260.23
Prdt-1,D,15 Months,CLRecall15ExamControl,Control,6,64,64,4,568.92
Prdt-1,D,15 Months,CLRecall15Promo,Targeted,6,138,138,6,1190.18
Prdt-1,D,15 Months,CLRecall15PromoControl,Control,6,15,15,1,129.98
Prdt-1,D,18 Months,CLRecall18Exam,Targeted,6,343,343,10,1372.81
Prdt-1,D,18 Months,CLRecall18ExamControl,Control,6,38,38,2,562.63
Prdt-1,D,18 Months,CLRecall18Promo,Targeted,6,70,70,3,357.94
Prdt-1,D,18 Months,CLRecall18PromoControl,Control,6,8,8,0,0.0
Prdt-1,D,21 Months,CLRecall21Exam,Targeted,6,541,541,16,3599.46
Prdt-1,D,21 Months,CLRecall21ExamControl,Control,6,60,60,1,4.98
Prdt-1,D,21 Months,CLRecall21Promo,Targeted,6,118,118,4,372.42
Prdt-1,D,21 Months,CLRecall21PromoControl,Control,6,13,13,0,0.0
Prdt-1,D,24 Months,CLRecall24Exam,Targeted,6,582,582,16,2996.09
Prdt-1,D,24 Months,CLRecall24ExamControl,Control,6,65,65,2,477.47
Prdt-1,D,24 Months,CLRecall24Promo,Targeted,6,145,145,3,764.73
Prdt-1,D,24 Months,CLRecall24PromoControl,Control,6,16,16,0,0.0
Prdt-1,D,27 Months,CLRecall27Exam,Targeted,6,466,466,14,2135.18
Prdt-1,D,27 Months,CLRecall27ExamControl,Control,6,52,52,1,97.98
Prdt-1,D,27 Months,CLRecall27Promo,Targeted,6,115,115,0,0.0
Prdt-1,D,27 Months,CLRecall27PromoControl,Control,6,13,13,0,0.0
Prdt-1,D,12 Months,CLRecall12Exam,Targeted,5,612,612,45,8101.88
Prdt-1,D,12 Months,CLRecall12ExamControl,Control,5,68,68,1,155.96
Prdt-1,D,12 Months,CLRecall12Promo,Targeted,5,158,158,10,1499.88
Prdt-1,D,12 Months,CLRecall12PromoControl,Control,5,17,17,1,92.99
Prdt-1,D,15 Months,CLRecall15Exam,Targeted,5,558,558,23,3862.27
Prdt-1,D,15 Months,CLRecall15ExamControl,Control,5,62,62,4,364.92
Prdt-1,D,15 Months,CLRecall15Promo,Targeted,5,127,127,7,752.83
Prdt-1,D,15 Months,CLRecall15PromoControl,Control,5,14,14,1,69.98
Prdt-1,D,18 Months,CLRecall18Exam,Targeted,5,294,294,7,1185.84
Prdt-1,D,18 Months,CLRecall18ExamControl,Control,5,33,33,2,10.99
Prdt-1,D,18 Months,CLRecall18Promo,Targeted,5,54,54,2,317.2
Prdt-1,D,18 Months,CLRecall18PromoControl,Control,5,6,6,0,0.0
Prdt-1,D,21 Months,CLRecall21Exam,Targeted,5,512,512,15,2821.75
Prdt-1,D,21 Months,CLRecall21ExamControl,Control,5,57,57,0,0.0
Prdt-1,D,21 Months,CLRecall21Promo,Targeted,5,128,128,3,441.94
Prdt-1,D,21 Months,CLRecall21PromoControl,Control,5,14,14,1,236.47
Prdt-1,D,24 Months,CLRecall24Exam,Targeted,5,648,648,13,3277.65
Prdt-1,D,24 Months,CLRecall24ExamControl,Control,5,72,72,3,469.91
Prdt-1,D,24 Months,CLRecall24Promo,Targeted,5,161,161,3,255.94
Prdt-1,D,24 Months,CLRecall24PromoControl,Control,5,18,18,0,0.0
Prdt-1,D,27 Months,CLRecall27Exam,Targeted,5,578,578,13,2366.72
Prdt-1,D,27 Months,CLRecall27ExamControl,Control,5,64,64,0,0.0
Prdt-1,D,27 Months,CLRecall27Promo,Targeted,5,132,132,1,97.98
Prdt-1,D,27 Months,CLRecall27PromoControl,Control,5,15,15,0,0.0
Prdt-1,D,12 Months,CLRecall12Exam,Targeted,4,595,595,48,10678.04
Prdt-1,D,12 Months,CLRecall12ExamControl,Control,4,66,66,5,867.88
Prdt-1,D,12 Months,CLRecall12Promo,Targeted,4,134,134,8,1508.55
Prdt-1,D,12 Months,CLRecall12PromoControl,Control,4,15,15,2,238.95
Prdt-1,D,15 Months,CLRecall15Exam,Targeted,4,399,399,19,4168.82
Prdt-1,D,15 Months,CLRecall15ExamControl,Control,4,44,44,0,0.0
Prdt-1,D,15 Months,CLRecall15Promo,Targeted,4,95,95,6,1297.9
Prdt-1,D,15 Months,CLRecall15PromoControl,Control,4,10,10,0,0.0
Prdt-1,D,18 Months,CLRecall18Exam,Targeted,4,294,294,12,2588.64
Prdt-1,D,18 Months,CLRecall18ExamControl,Control,4,33,33,3,303.0
Prdt-1,D,18 Months,CLRecall18Promo,Targeted,4,52,52,2,310.97
Prdt-1,D,18 Months,CLRecall18PromoControl,Control,4,6,6,0,0.0
Prdt-1,D,21 Months,CLRecall21Exam,Targeted,4,422,422,12,2344.45
Prdt-1,D,21 Months,CLRecall21ExamControl,Control,4,47,47,2,199.99
Prdt-1,D,21 Months,CLRecall21Promo,Targeted,4,118,118,4,578.91
Prdt-1,D,21 Months,CLRecall21PromoControl,Control,4,13,13,1,115.98
Prdt-1,D,24 Months,CLRecall24Exam,Targeted,4,356,356,6,1411.3
Prdt-1,D,24 Months,CLRecall24ExamControl,Control,4,40,40,0,0.0
Prdt-1,D,24 Months,CLRecall24Promo,Targeted,4,87,87,0,0.0
Prdt-1,D,24 Months,CLRecall24PromoControl,Control,4,10,10,0,0.0
Prdt-1,D,27 Months,CLRecall27Exam,Targeted,4,379,379,7,1637.76
Prdt-1,D,27 Months,CLRecall27ExamControl,Control,4,42,42,1,66.99
Prdt-1,D,27 Months,CLRecall27Promo,Targeted,4,92,92,0,0.0
Prdt-1,D,27 Months,CLRecall27PromoControl,Control,4,10,10,0,0.0
Prdt-1,D,12 Months,Recall-CG,Control,10,3709,90,7,1030.01
Prdt-1,D,12 Months,Recall-TG,Targeted,10,34332,870,43,7087.39
Prdt-1,D,15 Months,Recall-CG,Control,10,1903,83,2,339.43
Prdt-1,D,15 Months,Recall-TG,Targeted,10,17166,740,34,5632.28
Prdt-1,D,18 Months,Recall-CG,Control,10,1903,107,2,229.97
Prdt-1,D,18 Months,Recall-TG,Targeted,10,17166,898,23,4612.49
Prdt-1,D,21 Months,Recall-CG,Control,10,1903,106,2,193.96
Prdt-1,D,21 Months,Recall-TG,Targeted,10,17166,857,19,3222.38
Prdt-1,D,24 Months,Recall-CG,Control,10,1903,66,0,0.0
Prdt-1,D,24 Months,Recall-TG,Targeted,10,17166,645,6,1848.26
Prdt-1,D,27 Months,Recall-CG,Control,10,97,12,0,0.0
Prdt-1,D,27 Months,Recall-TG,Targeted,10,891,136,1,490.98
Prdt-1,D,12 Months,DrStoreRecall-CG,Control,9,4773,99,10,1766.78
Prdt-1,D,12 Months,DrStoreRecall-TG,Targeted,9,42999,863,84,15393.2
Prdt-1,D,12 Months,NoDr. CL Recall CG,Control,9,306,21,1,671.92
Prdt-1,D,12 Months,NoDr. CL Recall TG,Targeted,9,2805,187,13,3147.77
Prdt-1,D,15 Months,DrStoreRecall-CG,Control,9,1591,53,2,579.43
Prdt-1,D,15 Months,DrStoreRecall-TG,Targeted,9,14333,587,6,832.52
Prdt-1,D,15 Months,NoDr. CL Recall CG,Control,9,102,14,1,283.96
Prdt-1,D,15 Months,NoDr. CL Recall TG,Targeted,9,935,127,2,249.16
Prdt-1,D,18 Months,DrStoreRecall-CG,Control,9,1591,89,5,879.84
Prdt-1,D,18 Months,DrStoreRecall-TG,Targeted,9,14333,720,9,1753.79
Prdt-1,D,18 Months,NoDr. CL Recall CG,Control,9,102,25,0,0.0
Prdt-1,D,18 Months,NoDr. CL Recall TG,Targeted,9,935,166,2,306.88
Prdt-1,D,21 Months,DrStoreRecall-CG,Control,9,1591,65,1,165.44
Prdt-1,D,21 Months,DrStoreRecall-TG,Targeted,9,14333,611,10,2133.69
Prdt-1,D,21 Months,NoDr. CL Recall CG,Control,9,102,12,1,205.99
Prdt-1,D,21 Months,NoDr. CL Recall TG,Targeted,9,935,142,2,366.94
Prdt-1,D,24 Months,DrStoreRecall-CG,Control,9,1591,68,0,0.0
Prdt-1,D,24 Months,DrStoreRecall-TG,Targeted,9,14333,621,7,1632.86
Prdt-1,D,24 Months,NoDr. CL Recall CG,Control,9,102,16,0,0.0
Prdt-1,D,24 Months,NoDr. CL Recall TG,Targeted,9,935,127,2,209.97
Prdt-1,D,27 Months,NoDr. CL Recall CG,Control,9,102,14,0,0.0
Prdt-1,D,27 Months,NoDr. CL Recall TG,Targeted,9,935,172,0,0.0
Prdt-1,E,12 Months,CLRecall12-Employed,Targeted,7,2248,2248,221,45318.35
Prdt-1,E,12 Months,CLRecall12-EmployedControl,Control,7,250,250,21,4871.43
Prdt-1,E,12 Months,CLRecall12Leased,Targeted,7,3838,3838,314,53688.83
Prdt-1,E,12 Months,CLRecall12LeasedControl,Control,7,426,426,35,6399.18
Prdt-1,E,15 Months,CLRecall15-Employed,Targeted,7,1620,1620,93,17345.51
Prdt-1,E,15 Months,CLRecall15-EmployedControl,Control,7,180,180,10,2472.87
Prdt-1,E,15 Months,CLRecall15Leased,Targeted,7,3375,3375,155,25288.96
Prdt-1,E,15 Months,CLRecall15LeasedControl,Control,7,375,375,18,3593.2
Prdt-1,E,18 Months,CLRecall18-Employed,Targeted,7,1435,1435,73,14766.61
Prdt-1,E,18 Months,CLRecall18-EmployedControl,Control,7,159,159,0,0.0
Prdt-1,E,18 Months,CLRecall18Leased,Targeted,7,2462,2462,80,12619.16
Prdt-1,E,18 Months,CLRecall18LeasedControl,Control,7,273,273,8,881.44
Prdt-1,E,21 Months,CLRecall21-Employed,Targeted,7,941,941,35,5486.53
Prdt-1,E,21 Months,CLRecall21-EmployedControl,Control,7,111,111,2,294.0
Prdt-1,E,21 Months,CLRecall21Leased,Targeted,7,1999,1999,70,13381.27
Prdt-1,E,21 Months,CLRecall21LeasedControl,Control,7,222,222,10,1872.04
Prdt-1,E,24 Months,CLRecall24-Employed,Targeted,7,1406,1406,39,8931.64
Prdt-1,E,24 Months,CLRecall24-EmployedControl,Control,7,156,156,4,852.92
Prdt-1,E,24 Months,CLRecall24Leased,Targeted,7,2561,2561,66,11509.94
Prdt-1,E,24 Months,CLRecall24LeasedControl,Control,7,284,284,12,1730.96
Prdt-1,E,27 Months,CLRecall27-Employed,Targeted,7,1319,1319,33,7060.35
Prdt-1,E,27 Months,CLRecall27-EmployedControl,Control,7,146,146,2,744.91
Prdt-1,E,27 Months,CLRecall27Leased,Targeted,7,2823,2823,60,9206.61
Prdt-1,E,27 Months,CLRecall27LeasedControl,Control,7,313,313,4,745.83
Prdt-1,E,12 Months,Recall-CG,Control,11,4540,381,37,7535.35
Prdt-1,E,12 Months,Recall-CG,Control,11,2496,289,35,6393.63
Prdt-1,E,12 Months,Recall-TG,Targeted,11,40908,3892,427,79790.09
Prdt-1,E,12 Months,Recall-TG,Targeted,11,22514,2485,325,70252.19
Prdt-1,E,15 Months,Recall-CG,Control,11,2270,411,20,4363.83
Prdt-1,E,15 Months,Recall-CG,Control,11,1248,197,13,2142.72
Prdt-1,E,15 Months,Recall-TG,Targeted,11,20454,3570,159,28605.42
Prdt-1,E,15 Months,Recall-TG,Targeted,11,11257,1717,80,15587.77
Prdt-1,E,18 Months,Recall-CG,Control,11,1248,217,19,4439.07
Prdt-1,E,18 Months,Recall-CG,Control,11,2270,382,22,3627.51
Prdt-1,E,18 Months,Recall-TG,Targeted,11,11257,1928,100,20826.58
Prdt-1,E,18 Months,Recall-TG,Targeted,11,20454,3191,121,21696.27
Prdt-1,E,21 Months,Recall-CG,Control,11,1248,203,6,1137.02
Prdt-1,E,21 Months,Recall-CG,Control,11,2270,457,16,3225.44
Prdt-1,E,21 Months,Recall-TG,Targeted,11,11257,2000,75,13562.8
Prdt-1,E,21 Months,Recall-TG,Targeted,11,20454,4180,118,18504.48
Prdt-1,E,24 Months,Recall-CG,Control,11,1248,186,9,1774.86
Prdt-1,E,24 Months,Recall-CG,Control,11,2270,321,15,1874.72
Prdt-1,E,24 Months,Recall-TG,Targeted,11,20454,2677,83,15183.7
Prdt-1,E,24 Months,Recall-TG,Targeted,11,11257,1627,69,15090.95
Prdt-1,E,27 Months,Recall-CG,Control,11,2270,318,7,2070.9
Prdt-1,E,27 Months,Recall-CG,Control,11,1248,156,1,174.0
Prdt-1,E,27 Months,Recall-TG,Targeted,11,20454,2928,57,10500.1
Prdt-1,E,27 Months,Recall-TG,Targeted,11,11257,1484,37,7092.93
Prdt-1,E,12 Months,Recall-CG,Control,0,3116,326,29,4298.9
Prdt-1,E,12 Months,Recall-CG,Control,0,2308,221,19,5256.85
Prdt-1,E,12 Months,Recall-TG,Targeted,0,28076,2751,238,41007.01
Prdt-1,E,12 Months,Recall-TG,Targeted,0,20812,2260,284,61629.71
Prdt-1,E,15 Months,Recall-CG,Control,0,1154,210,13,2080.46
Prdt-1,E,15 Months,Recall-CG,Control,0,1558,266,13,2014.04
Prdt-1,E,15 Months,Recall-TG,Targeted,0,14038,2501,108,17291.53
Prdt-1,E,15 Months,Recall-TG,Targeted,0,10406,1716,94,20765.19
Prdt-1,E,18 Months,Recall-CG,Control,0,1154,182,8,1548.94
Prdt-1,E,18 Months,Recall-CG,Control,0,1558,252,13,3082.77
Prdt-1,E,18 Months,Recall-TG,Targeted,0,14038,2274,92,12669.88
Prdt-1,E,18 Months,Recall-TG,Targeted,0,10406,1764,78,16514.25
Prdt-1,E,21 Months,Recall-CG,Control,0,1154,191,7,1537.91
Prdt-1,E,21 Months,Recall-CG,Control,0,1558,260,6,1472.98
Prdt-1,E,21 Months,Recall-TG,Targeted,0,14038,2386,58,11086.5
Prdt-1,E,21 Months,Recall-TG,Targeted,0,10406,1656,56,10773.83
Prdt-1,E,24 Months,Recall-CG,Control,0,1154,181,5,784.98
Prdt-1,E,24 Months,Recall-CG,Control,0,1558,210,9,1365.66
Prdt-1,E,24 Months,Recall-TG,Targeted,0,10406,1458,48,9567.8
Prdt-1,E,24 Months,Recall-TG,Targeted,0,14038,1955,46,7361.19
Prdt-1,E,27 Months,Recall-CG,Control,0,1154,169,2,481.99
Prdt-1,E,27 Months,Recall-CG,Control,0,1558,244,4,650.1
Prdt-1,E,27 Months,Recall-TG,Targeted,0,10406,1536,33,7327.85
Prdt-1,E,27 Months,Recall-TG,Targeted,0,14038,2155,33,6999.5
Prdt-1,E,12 Months,CLRecall12-Employed,Targeted,6,1669,1669,182,38943.27
Prdt-1,E,12 Months,CLRecall12-EmployedControl,Control,6,188,188,22,5175.36
Prdt-1,E,12 Months,CLRecall12Leased,Targeted,6,2967,2967,284,50367.9
Prdt-1,E,12 Months,CLRecall12LeasedControl,Control,6,330,330,31,5082.91
Prdt-1,E,15 Months,CLRecall15-Employed,Targeted,6,1402,1402,98,20033.78
Prdt-1,E,15 Months,CLRecall15-EmployedControl,Control,6,158,158,12,2770.49
Prdt-1,E,15 Months,CLRecall15Leased,Targeted,6,3088,3088,168,30269.21
Prdt-1,E,15 Months,CLRecall15LeasedControl,Control,6,343,343,21,4147.76
Prdt-1,E,18 Months,CLRecall18-Employed,Targeted,6,819,819,35,6799.04
Prdt-1,E,18 Months,CLRecall18-EmployedControl,Control,6,92,92,5,1067.48
Prdt-1,E,18 Months,CLRecall18Leased,Targeted,6,1396,1396,58,9765.49
Prdt-1,E,18 Months,CLRecall18LeasedControl,Control,6,155,155,5,602.77
Prdt-1,E,21 Months,CLRecall21-Employed,Targeted,6,1399,1399,47,8012.75
Prdt-1,E,21 Months,CLRecall21-EmployedControl,Control,6,157,157,3,463.25
Prdt-1,E,21 Months,CLRecall21Leased,Targeted,6,3023,3023,92,16213.93
Prdt-1,E,21 Months,CLRecall21LeasedControl,Control,6,336,336,7,1373.74
Prdt-1,E,24 Months,CLRecall24-Employed,Targeted,6,1423,1423,55,9314.63
Prdt-1,E,24 Months,CLRecall24-EmployedControl,Control,6,159,159,3,819.99
Prdt-1,E,24 Months,CLRecall24Leased,Targeted,6,2786,2786,72,11368.13
Prdt-1,E,24 Months,CLRecall24LeasedControl,Control,6,310,310,10,1405.4
Prdt-1,E,27 Months,CLRecall27-Employed,Targeted,6,1254,1254,30,5401.26
Prdt-1,E,27 Months,CLRecall27-EmployedControl,Control,6,140,140,4,663.27
Prdt-1,E,27 Months,CLRecall27Leased,Targeted,6,2372,2372,39,6408.56
Prdt-1,E,27 Months,CLRecall27LeasedControl,Control,6,263,263,2,187.55
Prdt-1,E,12 Months,CLRecall12-Employed,Targeted,5,1871,1871,206,43926.86
Prdt-1,E,12 Months,CLRecall12-EmployedControl,Control,5,208,208,20,4646.82
Prdt-1,E,12 Months,CLRecall12Leased,Targeted,5,2979,2979,243,44007.94
Prdt-1,E,12 Months,CLRecall12LeasedControl,Control,5,331,331,29,5518.56
Prdt-1,E,15 Months,CLRecall15-Employed,Targeted,5,1562,1562,87,19115.88
Prdt-1,E,15 Months,CLRecall15-EmployedControl,Control,5,173,173,7,2184.61
Prdt-1,E,15 Months,CLRecall15Leased,Targeted,5,3362,3362,167,28423.95
Prdt-1,E,15 Months,CLRecall15LeasedControl,Control,5,373,373,13,2332.43
Prdt-1,E,18 Months,CLRecall18-Employed,Targeted,5,958,958,37,7968.34
Prdt-1,E,18 Months,CLRecall18-EmployedControl,Control,5,106,106,6,1574.96
Prdt-1,E,18 Months,CLRecall18Leased,Targeted,5,1425,1425,56,11046.32
Prdt-1,E,18 Months,CLRecall18LeasedControl,Control,5,158,158,8,1163.23
Prdt-1,E,21 Months,CLRecall21-Employed,Targeted,5,1373,1373,47,10695.78
Prdt-1,E,21 Months,CLRecall21-EmployedControl,Control,5,152,152,4,630.08
Prdt-1,E,21 Months,CLRecall21Leased,Targeted,5,2866,2866,103,16950.32
